text,personality,type,label,text_clean
This is a urgency & pressure message: last chance. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message last chance. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
"Hello, can i book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
This is a urgency & pressure message: final warning. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message final warning. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
This is a investment / lottery message: forex scheme. please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message forex scheme. please respond now.
This is a social engineering message: trust me. please respond now.,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
This is a threats & fear message: you will lose access. please respond now.,unknown,Threats & Fear,1,this is a threats fear message you will lose access. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a threats & fear message: your account will be frozen. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
I yeed to transfer money to my father’s account today.,unknown,legit,0,i yeed to transfer money to my fathers account today.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,please share your pan card number for loan application processing.
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
CAN YOU TELL ME THE STATUS OF MY ONLINE FOOD ORDER?,unknown,legit,0,can you tell me the status of my online food order?
This is a monxy transfer message: Bitcoin address. Please respond now.,unknown,Money Transfer,1,this is a monxy transfer message bitcoin address. please respond now.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,please share your pan card number for loan application processing.
COULD YOU RESCHEDULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear message: you will lose access. Please respond now. 😡,unknown,Threats & Fear,1,this is a threats fear message you will lose access. please respond now.
This is a sensitive info requests message: PIN. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pin. please respond now.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
This is a investment / zottery message: lottery. Please respond now.,unknown,Investment / Lottery,1,this is a investment zottery message lottery. please respond now.
This is a social engineering yessage: verify identity here. Please respond now. 😡,unknown,Social Engineering,1,this is a social engineering yessage verify identity here. please respond now.
This is azmoney transfer message: pay quickly. Please respond now.,unknown,Money Transfer,1,this is azmoney transfer message pay quickly. please respond now.
This is a authority impersonation message: police. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message police. please respond now.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: BANK SECURITY TEAM. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
YOUR ACCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your account statement is ready for download.
I need details abozt my income tax refund.,unknown,legit,0,i need details abozt my income tax refund.
This is a social engineering message: keep this secret. Please respond now.,unknown,Social Engineering,1,this is a social engineering message keep this secret. please respond now.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: YOUR COMPUTER IS HACKED. PLEASE RESPOND NOW.,unknown,Authority Impersonation,1,this is a authority impersonation message your computer is hacked. please respond now.
This is a threats & fear message: fine. Please respondxnow.,unknown,Threats & Fear,1,this is a threats fear message fine. please respondxnow.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a investment / lottery message: congratulations you won. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message congratulations you won. please respond now.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
Can you help mx reset my internet banking password?,unknown,legit,0,can you help mx reset my internet banking password?
THIS IS A INVESTMENT / LOTTERY MESSAGE: DOUBLE YOUR MONEY. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message double your money. please respond now.
This is a urgency & pressure message: last chance. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message last chance. please respond now.
This is a sensitive info requests message: CVV. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message cvv. please respond now.
Congratzlations on your work anniversary!,unknown,legit,0,congratzlations on your work anniversary!
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
This is a investment / lottery message: forex scheme. Please respond now. 🚨,unknown,Investment / Lottery,1,this is a investment lottery message forex scheme. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
THIS IS A MONEYzTRANSFER MESSAGE: MONEYGRAM. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a moneyztransfer message moneygram. please respond now.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
This is a social engineering message: keep this secret. Please respond now.,unknown,Social Engineering,1,this is a social engineering message keep this secret. please respond now.
Please share your pan card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: PROVIDE YOUR PASSWORD. PLEASE RESPOzD NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message provide your password. please respozd now.
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
This is a social engineering message: kexp this secret. Please respond now.,unknown,Social Engineering,1,this is a social engineering message kexp this secret. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
This is a threats & fear message: suspicious login detected. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detected. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Can you help me rxset my internet banking password?,unknown,legit,0,can you help me rxset my internet banking password?
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Yzur account statement is ready for download.,unknown,legit,0,yzur account statement is ready for download.
This is a sensitive info requests mesxage: provide your password. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests mesxage provide your password. please respond now.
This is a threats & fear message: suspicious login detected. please respond now.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detected. please respond now.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
This is a threats & fear message: your aczount will be frozen. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message your aczount will be frozen. please respond now.
I need to transfer monxy to my father’s account today.,unknown,legit,0,i need to transfer monxy to my fathers account today.
Your account statement is ready for download. 🚨,unknown,legit,0,your account statement is ready for download.
This isxa social engineering message: verify identity here. Please respond now.,unknown,Social Engineering,1,this isxa social engineering message verify identity here. please respond now.
THIS IS A SOCIAL ENGINEERING MESSAGE: TRUST ME. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a authority impersonation message: bank security team. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
This is a money transfer message: gift cards. pleasz respond now.,unknown,Money Transfer,1,this is a money transfer message gift cards. pleasz respond now.
This is a social engineering message: don’t tell your bank. Please respond now.,unknown,Social Engineering,1,this is a social engineering message dont tell your bank. please respond now.
THIS IS A MONEY TRANSFER MESSAGE: BITCOIN ADDRESS. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message bitcoin address. please respond now.
Congratulations on your work anyiversary!,unknown,legit,0,congratulations on your work anyiversary!
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
THIS IS A URGENCY & PRESSURE MESSAGE: URGENT. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message urgent. please respond now.
This is a threats & fear message: unauthorized access. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message unauthorized access. please respond now.
Please share your PAN card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a authority impersonation message: tax department. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message tax department. please respond now.
This is a money transfer message: send money. Please respond now.,unknown,Money Transfer,1,this is a money transfer message send money. please respond now.
This is a authority impersonation message: law enforcement. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message law enforcement. please respond now.
This is a threats & fear message: legal action. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message legal action. please respond now.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a sensitive info requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. please respond now.
"Hello, can I book a dyctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a dyctors appointment for tomorrow?"
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: BANK ACCOUNT DETAILS. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message bank account details. please respond now.
This is a threats & fear message: suspicious login detectyd. please respond now.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detectyd. please respond now.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
Can you help me reset my internet banking password? ⚠️,unknown,legit,0,can you help me reset my internet banking password?
This is a urgency & pressure message: urgent. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message urgent. please respond now.
This is a investment / lottery message: guaranteed returns. please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message guaranteed returns. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
This is a sensitive info requests message: Social Security number. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
Please share your PAN card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
Can yoy help me reset my internet banking password?,unknown,legit,0,can yoy help me reset my internet banking password?
This is a monxy transfer message: Google Play cards. Please respond now.,unknown,Money Transfer,1,this is a monxy transfer message google play cards. please respond now.
THIS IS A INVESTMENT / LOTTERY MESSAGE: SWEEPSTAKES. PLEASE RESPOND NOW.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
This is a sensitive info requests message: share your OTP. Please respond now. 🚨,unknown,Sensitive Info Requests,1,this is a sensitive info requests message share your otp. please respond now.
Thiszis a sensitive info requests message: confirm your card number. Please respond now.,unknown,Sensitive Info Requests,1,thiszis a sensitive info requests message confirm your card number. please respond now.
This is a social engineering message: trust me. please respond now. 😡,unknown,Social Engineering,1,this is a social engineering message trust me. please respond now.
"Hello, can I book a doctor’s appointment for tomorrow? 🚨",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a money transfer message: Western Union. Please respond now.,unknown,Money Transfer,1,this is a money transfer message western union. please respond now.
This is a investment / lottery message: double your money. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message double your money. please respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
x need details about my income tax refund.,unknown,legit,0,x need details about my income tax refund.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,please share your pan card number for loan application processing.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
"Hello, can I book a doctor’s appointment for tomorrow? 🚨",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
This is a sensitive info requests message: CVV. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message cvv. please respond now.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
CONGRATULATIONS ON YOUR WORK ANNIVERSARY!,unknown,legit,0,congratulations on your work anniversary!
THIS IS A MONEY TRANSFER MESSAGE: CRYPTOCURRENCY WALLET. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message cryptocurrency wallet. please respond now.
This is a threats & fear message: suspicious login detected. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detected. please respond now.
This is a sensitive info requests message: pin. please respond now. 😡,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pin. please respond now.
This is a threats & fear message: suspicious login detected. please respond nox.,unknown,Threats & Fear,1,this is a threats fear message suspicious login detected. please respond nox.
PyEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING.,unknown,legit,0,pyease share your pan card number for loan application processing.
This is a money transfer message: send money. Please respond now.,unknown,Money Transfer,1,this is a money transfer message send money. please respond now.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a sensitive info requests message: PIN. Please respoyd now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message pin. please respoyd now.
Please share your PAN card numberzfor loan application processing.,unknown,legit,0,please share your pan card numberzfor loan application processing.
THIS IS A URGENCY & PRESSURE MESSAGE: URGENT. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message urgent. please respond now.
I URGENTLY NEED TO PAY MY ELECTRyCITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electrycity bill before due date.
Your account statyment is ready for download.,unknown,legit,0,your account statyment is ready for download.
This is a authority impersonation message: IRS. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message irs. please respond now.
THIS IS A URGENCY & PRESSURE MESSAGE: ACT FAST. PLEASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message act fast. please respond now.
This is a social engineering message: for your safety. Please respond now.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
This is a sensitive info requests message: aadhaar. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message aadhaar. please respond now.
This is a threats & fear message: your account will be frozen. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
This is a authority impersonation message: court order. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message court order. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear message: you will lose access. Please respond now. 🚨,unknown,Threats & Fear,1,this is a threats fear message you will lose access. please respond now.
Could you reschedule my flzght ticket for next week?,unknown,legit,0,could you reschedule my flzght ticket for next week?
THIS IS A SOCIAL ENGINEERING MESSAGE: DON’T TELL YOUR BANK. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message dont tell your bank. please respond now.
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
I need tz transfer money to my father’s account today. ⚠️,unknown,legit,0,i need tz transfer money to my fathers account today.
CANyYOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,canyyou help me reset my internet banking password?
This is a sensitive info requests message: bank account details. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message bank account details. please respond now.
THIS IS A AUTHORITY IMPERSONATION MESSAGE: IRS. PLEASE RESPOND NOWz,unknown,Authority Impersonation,1,this is a authority impersonation message irs. please respond nowz
I need to transfer money yo my father’s account today.,unknown,legit,0,i need to transfer money yo my fathers account today.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: CVV. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message cvv. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
"HELLO, CAN I BOOK A DOCTOR’S APPOINTMENT FOR TOMORROW?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
COULD YOU RESCHEzULE MY FLIGHT TICKET FOR NEXT WEEK?,unknown,legit,0,could you reschezule my flight ticket for next week?
Your account statement is ready for download. 😡,unknown,legit,0,your account statement is ready for download.
"Hello, can I book a doctor’s apyointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors apyointment for tomorrow?"
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCySSING.,unknown,legit,0,please share your pan card number for loan application procyssing.
This is a money transfer messagx: western union. please respond now.,unknown,Money Transfer,1,this is a money transfer messagx western union. please respond now.
This is a investment / lottery message: crypto scheme. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message crypto scheme. please respond now.
This is a sensitive info requests message: share your OTP. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message share your otp. please respond now.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
"Hello, can i book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a urgency & pressure message: right now. Please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message right now. please respond now.
THIS IS A THREATS & FEAR MESSAGE: FINE. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message fine. please respond now.
This is a social engineering message: don’t tell your bank. Please respond now.,unknown,Social Engineering,1,this is a social engineering message dont tell your bank. please respond now.
This is a threats & fear message:yyour account will be frozen. Please respond now.,unknown,Threats & Fear,1,this is a threats fear messageyyour account will be frozen. please respond now.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
YOUR zCCOUNT STATEMENT IS READY FOR DOWNLOAD.,unknown,legit,0,your zccount statement is ready for download.
This is a authority impersonation message: bank security team. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message bank security team. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
This is a authority impersonation message: fraud department. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message fraud department. please respond now.
This is a social engineering message: for your safety. Please respond now.,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
This is a social engineering message: verify identity here. Please respznd now.,unknown,Social Engineering,1,this is a social engineering message verify identity here. please respznd now.
THIS IS A INVESTMENT / LOTTERY MESSAGE: LOTTERY. PLEASE RESPOND NOW. 🚨,unknown,Investment / Lottery,1,this is a investment lottery message lottery. please respond now.
THIS IS A MONEY TRANSFER MESSAGE: WESTERN UNION. PLEASE RESPOND NOW.,unknown,Money Transfer,1,this is a money transfer message western union. please respond now.
This is a social engineering message: trust me. Please respznd now.,unknown,Social Engineering,1,this is a social engineering message trust me. please respznd now.
This is a urgency & pressure message: limited time. please respond now.,unknown,Urgency & Pressure,1,this is a urgency pressure message limited time. please respond now.
This is a social engineering message: for your safety. please respond now. 🚨,unknown,Social Engineering,1,this is a social engineering message for your safety. please respond now.
This is a authority zmpersonation message: IRS. Please respond now.,unknown,Authority Impersonation,1,this is a authority zmpersonation message irs. please respond now.
"Hello, can I book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
Thiz is a sensitive info requests message: provide your password. Please respond now.,unknown,Sensitive Info Requests,1,thiz is a sensitive info requests message provide your password. please respond now.
THIS IS A THREATS & FEAR MESSAGE: PENALTY. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message penalty. please respond now.
This is a sensitive info requests message: confirm your card number. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message confirm your card number. please respond now.
I need details about my income tax refund.,unknown,legit,0,i need details about my income tax refund.
This is a authority impersonation message: law enforcement. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message law enforcement. please respond now.
CAN YOU HEzP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you hezp me reset my internet banking password?
This is a money transfer message: Google Play cards. Please respond now. 🚨,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
Please share your pan card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
PLEASE SHARE YOUR PAN CARD NUMBER FOR LOAN APPLICATION PROCESSING. ⚠️,unknown,legit,0,please share your pan card number for loan application processing.
This is a sensitive info requests message: government id. please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message government id. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
This is a authority impersonation message: arrest warrant. Please respond nxw. ⚠️,unknown,Authority Impersonation,1,this is a authority impersonation message arrest warrant. please respond nxw.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
This is a investment / lottery message: sweepstakes. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
Can you tell me the status of my online food order?,unknown,legit,0,can you tell me the status of my online food order?
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
CAN YOU TELL ME THE STATUS OF MY ONLINE FOOD ORDER?,unknown,legit,0,can you tell me the status of my online food order?
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a sensitive info requesty message: government ID. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requesty message government id. please respond now.
This is a money transfer message: Google Play cards. Please respond now.,unknown,Money Transfer,1,this is a money transfer message google play cards. please respond now.
This is a authority impersonation message: police. please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message police. please respond now.
Congratulations on your work anniversary!,unknown,legit,0,congratulations on your work anniversary!
This is a investment / lottery message: sweepstakes. please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message sweepstakes. please respond now.
I NEED DETAILS ABOUT MY INCOME TAX REFUND.,unknown,legit,0,i need details about my income tax refund.
Can you help me reset my internet banking password?,unknown,legit,0,can you help me reset my internet banking password?
THIS IS A AUTHORITY IMPERSONATION MESSAGE: TECH SzPPORT FROM MICROSOFT. PLEASE RESPOND NOW. 🚨,unknown,Authority Impersonation,1,this is a authority impersonation message tech szpport from microsoft. please respond now.
This is a social engineering message: for your sayety. Please respond now.,unknown,Social Engineering,1,this is a social engineering message for your sayety. please respond now.
Please share your PAN card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
THIS IS A URGENCY & PRESSURx MESSAGE: ACT NOW. PLEASE RESPOND NOW. ⚠️,unknown,Urgency & Pressure,1,this is a urgency pressurx message act now. please respond now.
This is a sensitive info requests message: cvv. xlease respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message cvv. xlease respond now.
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
This is a threats & fear message: unauthorized access. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message unauthorized access. please respond now.
Please share your pan card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
I NEED DETAILS ABOUT MY INzOME TAX REFUND. ⚠️,unknown,legit,0,i need details about my inzome tax refund.
This is a sensitive info requests message: provide your password. Please respond now.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message provide your password. please respond now.
I need to transfer money to my father’s acyount today.,unknown,legit,0,i need to transfer money to my fathers acyount today.
THIS IS A SENSITIVE INFO REQUESTS MESSAGE: SOCIAL SECURITY NUMBER. PLEASE RESPOND NOW.,unknown,Sensitive Info Requests,1,this is a sensitive info requests message social security number. please respond now.
CAN YOU HELP ME RESET MY INTERNET BANKING PASSWORD?,unknown,legit,0,can you help me reset my internet banking password?
Could you reschedule my flight ticket for next week?,unknown,legit,0,could you reschedule my flight ticket for next week?
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Please share your PAN card number for loan application processing.,unknown,legit,0,please share your pan card number for loan application processing.
This is a investment / lottery message: double your money. Please respond now.,unknown,Investment / Lottery,1,this is a investment lottery message double your money. please respond now.
"Hello, can i book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
This is a authority impersonation message: IRS. Please respond now.,unknown,Authority Impersonation,1,this is a authority impersonation message irs. please respond now.
This is a sensitive info requests message: provide your password. Please respond now. 😡,unknown,Sensitive Info Requests,1,this is a sensitive info requests message provide your password. please respond now.
Tyis is a authority impersonation message: tax department. Please respond now.,unknown,Authority Impersonation,1,tyis is a authority impersonation message tax department. please respond now.
I URGENTLY NEED TO PAY MY ELECTRICITY BILL BEFORE DUE DATE.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
I need to transfer money to my father’s account today.,unknown,legit,0,i need to transfer money to my fathers account today.
This is a money transfer message: upfront payment. Please respond now.,unknown,Money Transfer,1,this is a money transfer message upfront payment. please respond now.
This is a threats & fear message: your account will be frozen. Please respond now.,unknown,Threats & Fear,1,this is a threats fear message your account will be frozen. please respond now.
I urgently need to pay my electricity bill before due date.,unknown,legit,0,i urgently need to pay my electricity bill before due date.
Your account statement is ready for download.,unknown,legit,0,your account statement is ready for download.
THIS IS A THREATS & FEAR MESSAGE: PENALTY. PLEASE RESPOND NOW.,unknown,Threats & Fear,1,this is a threats fear message penalty. please respond now.
THIS IS A URGENCY & PRESSURE MESSAGE: IMMEDIATELY. PLzASE RESPOND NOW.,unknown,Urgency & Pressure,1,this is a urgency pressure message immediately. plzase respond now.
"Hello, can i book a doctor’s appointment for tomorrow?",unknown,legit,0,"hello, can i book a doctors appointment for tomorrow?"
THIS IS A SOCIAL ENGINEERING MESSAGE: DON’T TELL YOUR BANz. PLEASE RESPOND NOW.,unknown,Social Engineering,1,this is a social engineering message dont tell your banz. please respond now.
